[H2(g)](M),[O2(g)](M),[C(g)](M),[N2(g)](M),R_X(M/s),R_Y(M/s),R_Z(M/s),R_W(M/s),R_V(M/s),R_U(M/s)
5.00E-01,5.00E-01,5.00E+00,5.00E+00,3.44E+00,3.19E+00,9.12E+03,2.41E-04,3.07E-01,5.11E+04
5.00E-01,1.00E+00,1.00E-02,1.00E-02,2.76E-05,2.80E-04,1.84E-11,6.19E-26,2.46E-06,6.71E-24
5.00E-01,1.00E+00,1.00E-02,5.00E-02,2.75E-05,6.37E-04,4.15E-11,6.15E-26,2.53E-06,1.48E-23
5.00E-01,1.00E+00,1.00E-02,1.00E-01,2.75E-05,8.92E-04,5.92E-11,6.18E-26,2.53E-06,2.13E-23
5.00E-01,1.00E+00,1.00E-02,5.00E-01,2.73E-05,2.00E-03,1.30E-10,6.16E-26,2.53E-06,4.74E-23
5.00E-01,1.00E+00,1.00E-02,1.00E+00,2.74E-05,2.84E-03,1.87E-10,6.22E-26,2.53E-06,6.64E-23
5.00E-01,1.00E+00,1.00E-02,5.00E+00,2.76E-05,6.33E-03,4.17E-10,6.15E-26,2.46E-06,1.48E-22
5.00E-01,1.00E+00,5.00E-02,1.00E-02,6.87E-04,1.41E-03,5.83E-08,2.42E-20,6.33E-05,6.55E-17
5.00E-01,1.00E+00,5.00E-02,5.00E-02,6.87E-04,3.15E-03,1.29E-07,2.41E-20,6.30E-05,1.45E-16
5.00E-01,1.00E+00,5.00E-02,1.00E-01,6.82E-04,4.44E-03,1.82E-07,2.44E-20,6.16E-05,2.04E-16
5.00E-01,1.00E+00,5.00E-02,5.00E-01,6.84E-04,9.94E-03,4.10E-07,2.42E-20,6.33E-05,4.56E-16
5.00E-01,1.00E+00,5.00E-02,1.00E+00,6.89E-04,1.41E-02,5.77E-07,2.42E-20,6.16E-05,6.51E-16
5.00E-01,1.00E+00,5.00E-02,5.00E+00,6.90E-04,3.14E-02,1.30E-06,2.41E-20,6.37E-05,1.46E-15
5.00E-01,1.00E+00,1.00E-01,1.00E-02,2.74E-03,2.82E-03,1.86E-06,6.19E-18,2.46E-04,6.72E-14
5.00E-01,1.00E+00,1.00E-01,5.00E-02,2.73E-03,6.26E-03,4.16E-06,6.24E-18,2.46E-04,1.50E-13
5.00E-01,1.00E+00,1.00E-01,1.00E-01,2.76E-03,8.96E-03,5.85E-06,6.19E-18,2.52E-04,2.12E-13
5.00E-01,1.00E+00,1.00E-01,5.00E-01,2.74E-03,2.01E-02,1.32E-05,6.18E-18,2.54E-04,4.71E-13
5.00E-01,1.00E+00,1.00E-01,1.00E+00,2.74E-03,2.81E-02,1.85E-05,6.23E-18,2.53E-04,6.67E-13
5.00E-01,1.00E+00,1.00E-01,5.00E+00,2.74E-03,6.28E-02,4.13E-05,6.16E-18,2.46E-04,1.50E-12
5.00E-01,1.00E+00,5.00E-01,1.00E-02,6.87E-02,1.41E-02,5.77E-03,2.44E-12,6.14E-03,6.49E-07
5.00E-01,1.00E+00,5.00E-01,5.00E-02,6.83E-02,3.17E-02,1.30E-02,2.42E-12,6.34E-03,1.45E-06
5.00E-01,1.00E+00,5.00E-01,1.00E-01,6.93E-02,4.45E-02,1.83E-02,2.40E-12,6.17E-03,2.05E-06
5.00E-01,1.00E+00,5.00E-01,5.00E-01,6.90E-02,1.01E-01,4.09E-02,2.41E-12,6.26E-03,4.64E-06
5.00E-01,1.00E+00,5.00E-01,1.00E+00,6.87E-02,1.42E-01,5.78E-02,2.41E-12,6.22E-03,6.45E-06
5.00E-01,1.00E+00,5.00E-01,5.00E+00,6.87E-02,3.13E-01,1.30E-01,2.43E-12,6.23E-03,1.47E-05
5.00E-01,1.00E+00,1.00E+00,1.00E-02,2.74E-01,2.81E-02,1.86E-01,6.25E-10,2.54E-02,6.61E-04
5.00E-01,1.00E+00,1.00E+00,5.00E-02,2.73E-01,6.26E-02,4.18E-01,6.25E-10,2.49E-02,1.50E-03
5.00E-01,1.00E+00,1.00E+00,1.00E-01,2.76E-01,8.87E-02,5.88E-01,6.14E-10,2.53E-02,2.12E-03
5.00E-01,1.00E+00,1.00E+00,5.00E-01,2.74E-01,1.99E-01,1.31E+00,6.15E-10,2.52E-02,4.76E-03
5.00E-01,1.00E+00,1.00E+00,1.00E+00,2.77E-01,2.81E-01,1.84E+00,6.17E-10,2.45E-02,6.64E-03
5.00E-01,1.00E+00,1.00E+00,5.00E+00,2.76E-01,6.37E-01,4.16E+00,6.19E-10,2.55E-02,1.50E-02
5.00E-01,1.00E+00,5.00E+00,1.00E-02,6.90E+00,1.43E-01,5.80E+02,2.43E-04,6.36E-01,6.46E+03
5.00E-01,1.00E+00,5.00E+00,5.00E-02,6.86E+00,3.18E-01,1.29E+03,2.42E-04,6.18E-01,1.46E+04
5.00E-01,1.00E+00,5.00E+00,1.00E-01,6.82E+00,4.44E-01,1.85E+03,2.41E-04,6.18E-01,2.08E+04
5.00E-01,1.00E+00,5.00E+00,5.00E-01,6.86E+00,1.01E+00,4.07E+03,2.44E-04,6.13E-01,4.63E+04
5.00E-01,1.00E+00,5.00E+00,1.00E+00,6.88E+00,1.40E+00,5.77E+03,2.41E-04,6.25E-01,6.57E+04
5.00E-01,1.00E+00,5.00E+00,5.00E+00,6.92E+00,3.16E+00,1.30E+04,2.41E-04,6.17E-01,1.46E+05
5.00E-01,5.00E+00,1.00E-02,1.00E-02,1.38E-04,2.85E-04,4.19E-11,6.23E-26,1.23E-05,7.52E-23
5.00E-01,5.00E+00,1.00E-02,5.00E-02,1.37E-04,6.33E-04,9.32E-11,6.18E-26,1.23E-05,1.68E-22
5.00E-01,5.00E+00,1.00E-02,1.00E-01,1.36E-04,8.91E-04,1.31E-10,6.22E-26,1.24E-05,2.34E-22
5.00E-01,5.00E+00,1.00E-02,5.00E-01,1.38E-04,2.02E-03,2.93E-10,6.20E-26,1.24E-05,5.25E-22
5.00E-01,5.00E+00,1.00E-02,1.00E+00,1.38E-04,2.82E-03,4.11E-10,6.16E-26,1.26E-05,7.39E-22
5.00E-01,5.00E+00,1.00E-02,5.00E+00,1.38E-04,6.39E-03,9.36E-10,6.13E-26,1.23E-05,1.67E-21
5.00E-01,5.00E+00,5.00E-02,1.00E-02,3.41E-03,1.40E-03,1.30E-07,2.43E-20,3.11E-04,7.28E-16
5.00E-01,5.00E+00,5.00E-02,5.00E-02,3.42E-03,3.16E-03,2.93E-07,2.44E-20,3.07E-04,1.61E-15
5.00E-01,5.00E+00,5.00E-02,1.00E-01,3.44E-03,4.49E-03,4.14E-07,2.40E-20,3.07E-04,2.31E-15
5.00E-01,5.00E+00,5.00E-02,5.00E-01,3.45E-03,9.97E-03,9.12E-07,2.40E-20,3.10E-04,5.19E-15
5.00E-01,5.00E+00,5.00E-02,1.00E+00,3.41E-03,1.42E-02,1.29E-06,2.40E-20,3.13E-04,7.26E-15
5.00E-01,5.00E+00,5.00E-02,5.00E+00,3.47E-03,3.14E-02,2.89E-06,2.40E-20,3.11E-04,1.62E-14
5.00E-01,5.00E+00,1.00E-01,1.00E-02,1.36E-02,2.82E-03,4.18E-06,6.18E-18,1.24E-03,7.51E-13
5.00E-01,5.00E+00,1.00E-01,5.00E-02,1.37E-02,6.33E-03,9.32E-06,6.20E-18,1.23E-03,1.67E-12
5.00E-01,5.00E+00,1.00E-01,1.00E-01,1.38E-02,8.90E-03,1.32E-05,6.18E-18,1.23E-03,2.38E-12
5.00E-01,5.00E+00,1.00E-01,5.00E-01,1.37E-02,2.00E-02,2.94E-05,6.23E-18,1.27E-03,5.23E-12
5.00E-01,5.00E+00,1.00E-01,1.00E+00,1.37E-02,2.80E-02,4.14E-05,6.14E-18,1.23E-03,7.40E-12
5.00E-01,5.00E+00,1.00E-01,5.00E+00,1.37E-02,6.35E-02,9.21E-05,6.21E-18,1.27E-03,1.67E-11
5.00E-01,5.00E+00,5.00E-01,1.00E-02,3.43E-01,1.40E-02,1.30E-02,2.42E-12,3.18E-02,7.28E-06
5.00E-01,5.00E+00,5.00E-01,5.00E-02,3.45E-01,3.15E-02,2.90E-02,2.41E-12,3.17E-02,1.63E-05
5.00E-01,5.00E+00,5.00E-01,1.00E-01,3.46E-01,4.47E-02,4.07E-02,2.43E-12,3.08E-02,2.31E-05
5.00E-01,5.00E+00,5.00E-01,5.00E-01,3.41E-01,9.99E-02,9.13E-02,2.42E-12,3.08E-02,5.11E-05
5.00E-01,5.00E+00,5.00E-01,1.00E+00,3.46E-01,1.42E-01,1.30E-01,2.41E-12,3.10E-02,7.27E-05
5.00E-01,5.00E+00,5.00E-01,5.00E+00,3.44E-01,3.16E-01,2.88E-01,2.43E-12,3.17E-02,1.63E-04
5.00E-01,5.00E+00,1.00E+00,1.00E-02,1.37E+00,2.82E-02,4.12E-01,6.18E-10,1.24E-01,7.42E-03
5.00E-01,5.00E+00,1.00E+00,5.00E-02,1.37E+00,6.31E-02,9.27E-01,6.13E-10,1.23E-01,1.67E-02
5.00E-01,5.00E+00,1.00E+00,1.00E-01,1.39E+00,8.91E-02,1.31E+00,6.18E-10,1.26E-01,2.33E-02
5.00E-01,5.00E+00,1.00E+00,5.00E-01,1.37E+00,2.02E-01,2.94E+00,6.18E-10,1.26E-01,5.27E-02
5.00E-01,5.00E+00,1.00E+00,1.00E+00,1.38E+00,2.81E-01,4.18E+00,6.14E-10,1.25E-01,7.44E-02
5.00E-01,5.00E+00,1.00E+00,5.00E+00,1.37E+00,6.29E-01,9.20E+00,6.17E-10,1.26E-01,1.67E-01
5.00E-01,5.00E+00,5.00E+00,1.00E-02,3.46E+01,1.43E-01,1.30E+03,2.42E-04,3.09E+00,7.32E+04
5.00E-01,5.00E+00,5.00E+00,5.00E-02,3.42E+01,3.16E-01,2.91E+03,2.43E-04,3.07E+00,1.62E+05
5.00E-01,5.00E+00,5.00E+00,1.00E-01,3.47E+01,4.49E-01,4.06E+03,2.42E-04,3.16E+00,2.29E+05
5.00E-01,5.00E+00,5.00E+00,5.00E-01,3.44E+01,9.91E-01,9.10E+03,2.41E-04,3.15E+00,5.16E+05
5.00E-01,5.00E+00,5.00E+00,1.00E+00,3.46E+01,1.41E+00,1.30E+04,2.43E-04,3.15E+00,7.23E+05
5.00E-01,5.00E+00,5.00E+00,5.00E+00,3.46E+01,3.14E+00,2.88E+04,2.42E-04,3.17E+00,1.61E+06
1.00E+00,1.00E-02,1.00E-02,1.00E-02,1.10E-06,3.97E-04,8.34E-11,3.15E-23,1.01E-07,7.47E-26
1.00E+00,1.00E-02,1.00E-02,5.00E-02,1.10E-06,8.93E-04,1.89E-10,3.18E-23,9.88E-08,1.67E-25
1.00E+00,1.00E-02,1.00E-02,1.00E-01,1.09E-06,1.26E-03,2.67E-10,3.17E-23,9.81E-08,2.36E-25
1.00E+00,1.00E-02,1.00E-02,5.00E-01,1.09E-06,2.85E-03,5.88E-10,3.17E-23,9.90E-08,5.34E-25
1.00E+00,1.00E-02,1.00E-02,1.00E+00,1.11E-06,4.03E-03,8.39E-10,3.14E-23,9.82E-08,7.57E-25
1.00E+00,1.00E-02,1.00E-02,5.00E+00,1.10E-06,8.88E-03,1.88E-09,3.17E-23,1.00E-07,1.70E-24
1.00E+00,1.00E-02,5.00E-02,1.00E-02,2.76E-05,2.02E-03,2.61E-07,1.25E-17,2.46E-06,7.30E-19
1.00E+00,1.00E-02,5.00E-02,5.00E-02,2.73E-05,4.50E-03,5.92E-07,1.24E-17,2.47E-06,1.66E-18
1.00E+00,1.00E-02,5.00E-02,1.00E-01,2.74E-05,6.28E-03,8.34E-07,1.23E-17,2.51E-06,2.34E-18
1.00E+00,1.00E-02,5.00E-02,5.00E-01,2.74E-05,1.41E-02,1.87E-06,1.24E-17,2.54E-06,5.17E-18
1.00E+00,1.00E-02,5.00E-02,1.00E+00,2.77E-05,2.00E-02,2.65E-06,1.25E-17,2.46E-06,7.35E-18
1.00E+00,1.00E-02,5.00E-02,5.00E+00,2.74E-05,4.50E-02,5.90E-06,1.23E-17,2.54E-06,1.64E-17
1.00E+00,1.00E-02,1.00E-01,1.00E-02,1.10E-04,3.99E-03,8.34E-06,3.17E-15,1.00E-05,7.57E-16
1.00E+00,1.00E-02,1.00E-01,5.00E-02,1.10E-04,8.96E-03,1.87E-05,3.19E-15,1.00E-05,1.70E-15
1.00E+00,1.00E-02,1.00E-01,1.00E-01,1.10E-04,1.27E-02,2.63E-05,3.15E-15,9.90E-06,2.38E-15
1.00E+00,1.00E-02,1.00E-01,5.00E-01,1.10E-04,2.83E-02,5.97E-05,3.18E-15,9.94E-06,5.37E-15
1.00E+00,1.00E-02,1.00E-01,1.00E+00,1.11E-04,3.99E-02,8.32E-05,3.18E-15,9.91E-06,7.47E-15
1.00E+00,1.00E-02,1.00E-01,5.00E+00,1.10E-04,8.97E-02,1.86E-04,3.15E-15,9.83E-06,1.69E-14
1.00E+00,1.00E-02,5.00E-01,1.00E-02,2.74E-03,2.01E-02,2.61E-02,1.23E-09,2.47E-04,7.39E-09
1.00E+00,1.00E-02,5.00E-01,5.00E-02,2.73E-03,4.47E-02,5.83E-02,1.23E-09,2.54E-04,1.65E-08
1.00E+00,1.00E-02,5.00E-01,1.00E-01,2.75E-03,6.33E-02,8.24E-02,1.23E-09,2.49E-04,2.34E-08
1.00E+00,1.00E-02,5.00E-01,5.00E-01,2.75E-03,1.42E-01,1.87E-01,1.23E-09,2.45E-04,5.19E-08
1.00E+00,1.00E-02,5.00E-01,1.00E+00,2.76E-03,2.02E-01,2.64E-01,1.24E-09,2.51E-04,7.41E-08
1.00E+00,1.00E-02,5.00E-01,5.00E+00,2.74E-03,4.45E-01,5.87E-01,1.23E-09,2.47E-04,1.64E-07
1.00E+00,1.00E-02,1.00E+00,1.00E-02,1.10E-02,4.03E-02,8.33E-01,3.15E-07,9.91E-04,7.59E-06
1.00E+00,1.00E-02,1.00E+00,5.00E-02,1.10E-02,8.87E-02,1.88E+00,3.19E-07,1.02E-03,1.69E-05
1.00E+00,1.00E-02,1.00E+00,1.00E-01,1.11E-02,1.27E-01,2.64E+00,3.16E-07,9.92E-04,2.39E-05
1.00E+00,1.00E-02,1.00E+00,5.00E-01,1.10E-02,2.85E-01,5.96E+00,3.14E-07,9.98E-04,5.28E-05
1.00E+00,1.00E-02,1.00E+00,1.00E+00,1.11E-02,3.98E-01,8.34E+00,3.14E-07,9.86E-04,7.53E-05
1.00E+00,1.00E-02,1.00E+00,5.00E+00,1.11E-02,8.86E-01,1.88E+01,3.15E-07,9.87E-04,1.69E-04
1.00E+00,1.00E-02,5.00E+00,1.00E-02,2.74E-01,2.00E-01,2.65E+03,1.23E-01,2.48E-02,7.42E+01
1.00E+00,1.00E-02,5.00E+00,5.00E-02,2.75E-01,4.52E-01,5.91E+03,1.24E-01,2.54E-02,1.63E+02
1.00E+00,1.00E-02,5.00E+00,1.00E-01,2.77E-01,6.27E-01,8.31E+03,1.24E-01,2.47E-02,2.34E+02
1.00E+00,1.00E-02,5.00E+00,5.00E-01,2.73E-01,1.42E+00,1.86E+04,1.23E-01,2.46E-02,5.17E+02
1.00E+00,1.00E-02,5.00E+00,1.00E+00,2.76E-01,1.98E+00,2.61E+04,1.23E-01,2.49E-02,7.29E+02
1.00E+00,1.00E-02,5.00E+00,5.00E+00,2.77E-01,4.44E+00,5.85E+04,1.25E-01,2.50E-02,1.66E+03
1.00E+00,5.00E-02,1.00E-02,1.00E-02,5.46E-06,3.98E-04,1.87E-10,3.14E-23,5.01E-07,8.48E-25
1.00E+00,5.00E-02,1.00E-02,5.00E-02,5.51E-06,8.99E-04,4.22E-10,3.17E-23,5.05E-07,1.88E-24
1.00E+00,5.00E-02,1.00E-02,1.00E-01,5.47E-06,1.26E-03,5.94E-10,3.14E-23,5.10E-07,2.65E-24
1.00E+00,5.00E-02,1.00E-02,5.00E-01,5.50E-06,2.83E-03,1.32E-09,3.16E-23,4.91E-07,5.94E-24
1.00E+00,5.00E-02,1.00E-02,1.00E+00,5.49E-06,3.98E-03,1.88E-09,3.17E-23,4.97E-07,8.49E-24
1.00E+00,5.00E-02,1.00E-02,5.00E+00,5.51E-06,8.97E-03,4.18E-09,3.18E-23,5.07E-07,1.90E-23
1.00E+00,5.00E-02,5.00E-02,1.00E-02,1.39E-04,2.00E-03,5.85E-07,1.24E-17,1.25E-05,8.26E-18
1.00E+00,5.00E-02,5.00E-02,5.00E-02,1.37E-04,4.51E-03,1.31E-06,1.23E-17,1.27E-05,1.82E-17
1.00E+00,5.00E-02,5.00E-02,1.00E-01,1.37E-04,6.33E-03,1.86E-06,1.25E-17,1.24E-05,2.62E-17
1.00E+00,5.00E-02,5.00E-02,5.00E-01,1.38E-04,1.42E-02,4.13E-06,1.24E-17,1.27E-05,5.87E-17
1.00E+00,5.00E-02,5.00E-02,1.00E+00,1.38E-04,1.98E-02,5.84E-06,1.25E-17,1.27E-05,8.28E-17
1.00E+00,5.00E-02,5.00E-02,5.00E+00,1.39E-04,4.50E-02,1.32E-05,1.23E-17,1.27E-05,1.84E-16
1.00E+00,5.00E-02,1.00E-01,1.00E-02,5.54E-04,4.03E-03,1.88E-05,3.19E-15,5.05E-05,8.38E-15
1.00E+00,5.00E-02,1.00E-01,5.00E-02,5.55E-04,8.91E-03,4.20E-05,3.17E-15,5.06E-05,1.90E-14
1.00E+00,5.00E-02,1.00E-01,1.00E-01,5.49E-04,1.27E-02,5.97E-05,3.14E-15,5.10E-05,2.67E-14
1.00E+00,5.00E-02,1.00E-01,5.00E-01,5.52E-04,2.81E-02,1.33E-04,3.18E-15,4.92E-05,5.99E-14
1.00E+00,5.00E-02,1.00E-01,1.00E+00,5.46E-04,4.01E-02,1.89E-04,3.19E-15,5.03E-05,8.48E-14
1.00E+00,5.00E-02,1.00E-01,5.00E+00,5.49E-04,8.88E-02,4.17E-04,3.17E-15,5.10E-05,1.90E-13
1.00E+00,5.00E-02,5.00E-01,1.00E-02,1.39E-02,1.98E-02,5.90E-02,1.23E-09,1.26E-03,8.18E-08
1.00E+00,5.00E-02,5.00E-01,5.00E-02,1.37E-02,4.47E-02,1.31E-01,1.23E-09,1.23E-03,1.84E-07
1.00E+00,5.00E-02,5.00E-01,1.00E-01,1.38E-02,6.32E-02,1.87E-01,1.23E-09,1.26E-03,2.59E-07
1.00E+00,5.00E-02,5.00E-01,5.00E-01,1.37E-02,1.41E-01,4.13E-01,1.24E-09,1.28E-03,5.80E-07
1.00E+00,5.00E-02,5.00E-01,1.00E+00,1.37E-02,2.00E-01,5.86E-01,1.23E-09,1.27E-03,8.29E-07
1.00E+00,5.00E-02,5.00E-01,5.00E+00,1.36E-02,4.47E-01,1.30E+00,1.23E-09,1.23E-03,1.83E-06
1.00E+00,5.00E-02,1.00E+00,1.00E-02,5.55E-02,4.03E-02,1.88E+00,3.16E-07,4.90E-03,8.49E-05
1.00E+00,5.00E-02,1.00E+00,5.00E-02,5.52E-02,8.97E-02,4.19E+00,3.20E-07,4.96E-03,1.88E-04
1.00E+00,5.00E-02,1.00E+00,1.00E-01,5.54E-02,1.26E-01,5.91E+00,3.14E-07,5.01E-03,2.65E-04
1.00E+00,5.00E-02,1.00E+00,5.00E-01,5.47E-02,2.82E-01,1.34E+01,3.15E-07,5.04E-03,5.99E-04
1.00E+00,5.00E-02,1.00E+00,1.00E+00,5.47E-02,3.98E-01,1.87E+01,3.15E-07,4.97E-03,8.47E-04
1.00E+00,5.00E-02,1.00E+00,5.00E+00,5.49E-02,9.03E-01,4.16E+01,3.15E-07,5.06E-03,1.90E-03
1.00E+00,5.00E-02,5.00E+00,1.00E-02,1.38E+00,2.02E-01,5.87E+03,1.24E-01,1.24E-01,8.25E+02
1.00E+00,5.00E-02,5.00E+00,5.00E-02,1.37E+00,4.46E-01,1.32E+04,1.23E-01,1.24E-01,1.82E+03
1.00E+00,5.00E-02,5.00E+00,1.00E-01,1.37E+00,6.28E-01,1.87E+04,1.23E-01,1.23E-01,2.58E+03
1.00E+00,5.00E-02,5.00E+00,5.00E-01,1.38E+00,1.43E+00,4.15E+04,1.23E-01,1.23E-01,5.80E+03
1.00E+00,5.00E-02,5.00E+00,1.00E+00,1.39E+00,2.01E+00,5.84E+04,1.23E-01,1.26E-01,8.19E+03
1.00E+00,5.00E-02,5.00E+00,5.00E+00,1.36E+00,4.50E+00,1.32E+05,1.23E-01,1.27E-01,1.84E+04
1.00E+00,1.00E-01,1.00E-02,1.00E-02,1.11E-05,4.02E-04,2.67E-10,3.14E-23,9.95E-07,2.37E-24
1.00E+00,1.00E-01,1.00E-02,5.00E-02,1.10E-05,8.91E-04,5.94E-10,3.17E-23,1.00E-06,5.37E-24
1.00E+00,1.00E-01,1.00E-02,1.00E-01,1.10E-05,1.25E-03,8.37E-10,3.17E-23,9.86E-07,7.51E-24
1.00E+00,1.00E-01,1.00E-02,5.00E-01,1.10E-05,2.86E-03,1.86E-09,3.20E-23,9.87E-07,1.70E-23
1.00E+00,1.00E-01,1.00E-02,1.00E+00,1.09E-05,3.97E-03,2.64E-09,3.14E-23,9.97E-07,2.38E-23
1.00E+00,1.00E-01,1.00E-02,5.00E+00,1.10E-05,8.92E-03,5.97E-09,3.18E-23,9.96E-07,5.31E-23
1.00E+00,1.00E-01,5.00E-02,1.00E-02,2.76E-04,2.01E-03,8.35E-07,1.24E-17,2.52E-05,2.31E-17
1.00E+00,1.00E-01,5.00E-02,5.00E-02,2.77E-04,4.51E-03,1.85E-06,1.24E-17,2.46E-05,5.21E-17
1.00E+00,1.00E-01,5.00E-02,1.00E-01,2.73E-04,6.31E-03,2.64E-06,1.24E-17,2.54E-05,7.34E-17
1.00E+00,1.00E-01,5.00E-02,5.00E-01,2.73E-04,1.41E-02,5.92E-06,1.23E-17,2.47E-05,1.63E-16
1.00E+00,1.00E-01,5.00E-02,1.00E+00,2.76E-04,2.01E-02,8.28E-06,1.24E-17,2.48E-05,2.32E-16
1.00E+00,1.00E-01,5.00E-02,5.00E+00,2.74E-04,4.50E-02,1.86E-05,1.24E-17,2.53E-05,5.20E-16
1.00E+00,1.00E-01,1.00E-01,1.00E-02,1.10E-03,3.98E-03,2.64E-05,3.16E-15,1.01E-04,2.39E-14
1.00E+00,1.00E-01,1.00E-01,5.00E-02,1.10E-03,8.94E-03,5.98E-05,3.17E-15,9.95E-05,5.36E-14
1.00E+00,1.00E-01,1.00E-01,1.00E-01,1.11E-03,1.26E-02,8.46E-05,3.14E-15,9.94E-05,7.52E-14
1.00E+00,1.00E-01,1.00E-01,5.00E-01,1.10E-03,2.82E-02,1.88E-04,3.16E-15,9.93E-05,1.68E-13
1.00E+00,1.00E-01,1.00E-01,1.00E+00,1.10E-03,4.01E-02,2.68E-04,3.17E-15,9.85E-05,2.39E-13
1.00E+00,1.00E-01,1.00E-01,5.00E+00,1.10E-03,8.91E-02,5.96E-04,3.16E-15,9.90E-05,5.30E-13
1.00E+00,1.00E-01,5.00E-01,1.00E-02,2.75E-02,2.01E-02,8.27E-02,1.23E-09,2.46E-03,2.31E-07
1.00E+00,1.00E-01,5.00E-01,5.00E-02,2.77E-02,4.49E-02,1.87E-01,1.25E-09,2.49E-03,5.20E-07
1.00E+00,1.00E-01,5.00E-01,1.00E-01,2.74E-02,6.36E-02,2.60E-01,1.25E-09,2.48E-03,7.38E-07
1.00E+00,1.00E-01,5.00E-01,5.00E-01,2.77E-02,1.43E-01,5.86E-01,1.23E-09,2.48E-03,1.64E-06
1.00E+00,1.00E-01,5.00E-01,1.00E+00,2.76E-02,1.98E-01,8.29E-01,1.23E-09,2.46E-03,2.32E-06
1.00E+00,1.00E-01,5.00E-01,5.00E+00,2.73E-02,4.50E-01,1.87E+00,1.24E-09,2.48E-03,5.22E-06
1.00E+00,1.00E-01,1.00E+00,1.00E-02,1.10E-01,4.03E-02,2.64E+00,3.14E-07,9.90E-03,2.39E-04
1.00E+00,1.00E-01,1.00E+00,5.00E-02,1.10E-01,8.98E-02,5.96E+00,3.18E-07,1.01E-02,5.29E-04
1.00E+00,1.00E-01,1.00E+00,1.00E-01,1.09E-01,1.26E-01,8.37E+00,3.18E-07,9.97E-03,7.47E-04
1.00E+00,1.00E-01,1.00E+00,5.00E-01,1.11E-01,2.84E-01,1.89E+01,3.15E-07,1.01E-02,1.69E-03
1.00E+00,1.00E-01,1.00E+00,1.00E+00,1.11E-01,4.00E-01,2.66E+01,3.20E-07,1.02E-02,2.39E-03
1.00E+00,1.00E-01,1.00E+00,5.00E+00,1.10E-01,8.99E-01,5.91E+01,3.16E-07,1.01E-02,5.32E-03
1.00E+00,1.00E-01,5.00E+00,1.00E-02,2.74E+00,1.98E-01,8.24E+03,1.23E-01,2.52E-01,2.33E+03
1.00E+00,1.00E-01,5.00E+00,5.00E-02,2.73E+00,4.51E-01,1.87E+04,1.24E-01,2.53E-01,5.26E+03
1.00E+00,1.00E-01,5.00E+00,1.00E-01,2.76E+00,6.37E-01,2.63E+04,1.24E-01,2.53E-01,7.35E+03
1.00E+00,1.00E-01,5.00E+00,5.00E-01,2.77E+00,1.40E+00,5.87E+04,1.24E-01,2.51E-01,1.64E+04
1.00E+00,1.00E-01,5.00E+00,1.00E+00,2.77E+00,2.00E+00,8.29E+04,1.23E-01,2.50E-01,2.31E+04
1.00E+00,1.00E-01,5.00E+00,5.00E+00,2.77E+00,4.50E+00,1.87E+05,1.25E-01,2.55E-01,5.16E+04
1.00E+00,5.00E-01,1.00E-02,1.00E-02,5.53E-05,3.99E-04,5.92E-10,3.16E-23,4.97E-06,2.64E-23
1.00E+00,5.00E-01,1.00E-02,5.00E-02,5.52E-05,8.88E-04,1.34E-09,3.15E-23,5.03E-06,5.95E-23
1.00E+00,5.00E-01,1.00E-02,1.00E-01,5.49E-05,1.27E-03,1.89E-09,3.19E-23,5.08E-06,8.41E-23
1.00E+00,5.00E-01,1.00E-02,5.00E-01,5.47E-05,2.84E-03,4.19E-09,3.20E-23,5.03E-06,1.90E-22
1.00E+00,5.00E-01,1.00E-02,1.00E+00,5.48E-05,4.01E-03,5.99E-09,3.18E-23,4.94E-06,2.67E-22
1.00E+00,5.00E-01,1.00E-02,5.00E+00,5.45E-05,8.98E-03,1.32E-08,3.19E-23,4.99E-06,5.94E-22
1.00E+00,5.00E-01,5.00E-02,1.00E-02,1.38E-03,2.00E-03,1.86E-06,1.24E-17,1.26E-04,2.62E-16
1.00E+00,5.00E-01,5.00E-02,5.00E-02,1.37E-03,4.52E-03,4.19E-06,1.25E-17,1.28E-04,5.84E-16
1.00E+00,5.00E-01,5.00E-02,1.00E-01,1.37E-03,6.26E-03,5.88E-06,1.24E-17,1.26E-04,8.27E-16
1.00E+00,5.00E-01,5.00E-02,5.00E-01,1.38E-03,1.42E-02,1.31E-05,1.23E-17,1.25E-04,1.84E-15
1.00E+00,5.00E-01,5.00E-02,1.00E+00,1.38E-03,1.99E-02,1.85E-05,1.25E-17,1.24E-04,2.61E-15
1.00E+00,5.00E-01,5.00E-02,5.00E+00,1.36E-03,4.46E-02,4.19E-05,1.23E-17,1.25E-04,5.79E-15
1.00E+00,5.00E-01,1.00E-01,1.00E-02,5.45E-03,3.97E-03,5.97E-05,3.20E-15,4.99E-04,2.65E-13
1.00E+00,5.00E-01,1.00E-01,5.00E-02,5.47E-03,8.93E-03,1.33E-04,3.19E-15,4.97E-04,5.95E-13
1.00E+00,5.00E-01,1.00E-01,1.00E-01,5.51E-03,1.26E-02,1.87E-04,3.16E-15,4.93E-04,8.40E-13
1.00E+00,5.00E-01,1.00E-01,5.00E-01,5.55E-03,2.85E-02,4.19E-04,3.17E-15,5.01E-04,1.90E-12
1.00E+00,5.00E-01,1.00E-01,1.00E+00,5.56E-03,4.00E-02,5.96E-04,3.16E-15,5.04E-04,2.69E-12
